m	skills	qno	seed				
14	2,3,9,14,17,21,28,31,35,37,41,44,50,52,	3071	42				
14	0,1,11,22,25,30,31,35,40,44,45,47,55,56,	4793	43				
14	3,5,7,16,23,26,29,33,37,38,43,45,48,56,	5680	44				
14	3,6,9,10,16,22,23,28,36,43,49,52,53,55,	4029	45				
14	1,13,20,22,25,29,33,34,39,41,42,49,52,53,	4822	46				
14	0,5,12,13,18,22,24,26,29,39,41,42,44,53,	5061	47				
14	1,21,22,23,27,28,34,35,38,40,44,45,56,57,	6201	48				
14	2,8,13,15,26,33,34,41,43,44,46,47,51,55,	3745	49				
14	0,1,5,10,18,19,27,31,34,40,42,44,47,57,	6934	50				
14	4,5,11,12,22,24,30,32,33,43,44,52,53,56,	4104	51				
14	10,11,26,30,34,36,41,43,46,48,52,53,54,57,	8482	52				
14	4,7,10,12,16,18,22,23,27,31,37,45,47,50,	3361	53				
14	4,7,10,11,19,25,27,34,37,42,45,53,56,57,	5242	54				
14	6,10,20,23,25,27,37,39,45,46,47,48,51,57,	6521	55				
14	4,5,14,15,16,19,24,25,27,38,45,51,54,57,	4643	56				
14	3,7,10,11,13,23,33,36,37,38,45,46,54,55,	3285	57				
14	0,1,2,13,22,30,34,37,43,44,50,52,54,57,	7133	58				
14	10,12,23,25,26,36,40,44,45,46,48,51,53,56,	6258	59				
14	6,9,10,14,16,22,31,32,34,40,45,47,49,53,	4628	60				
14	3,4,8,9,18,28,32,34,36,40,44,45,52,56,	3659	61				
14	6,14,19,22,26,30,33,35,39,42,45,48,50,52,	6008	62				
14	3,5,9,11,12,13,14,16,32,33,36,37,45,46,	3172	63				
14	0,4,5,15,16,17,21,24,25,28,31,46,51,55,	3551	64				
14	4,8,12,20,24,34,38,39,41,47,52,53,56,57,	6611	65				
14	14,19,21,23,24,25,28,32,33,34,40,41,47,54,	3468	66				
14	2,5,8,11,21,35,36,37,39,42,43,50,51,56,	2939	67				
14	12,13,15,16,18,23,28,31,38,43,47,49,51,54,	2894	68				
14	13,24,28,33,34,35,37,40,41,42,43,50,54,55,	3607	69				
14	13,15,17,18,19,20,22,32,39,40,42,44,49,56,	1948	70				
14	2,4,9,10,11,23,29,31,34,41,45,46,53,54,	4060	71				
14	8,12,19,25,27,30,31,32,39,40,41,46,54,56,	2997	72				
14	3,6,7,8,9,19,25,28,30,43,45,46,49,55,	2042	73				
14	0,2,4,8,9,13,15,20,23,24,41,46,53,56,	4369	74				
14	2,5,6,7,12,20,22,24,30,31,35,38,43,51,	4666	75				
14	2,5,7,16,19,21,23,24,30,32,34,37,45,50,	4310	76				
14	1,9,12,13,15,18,26,31,33,36,44,45,47,52,	5012	77				
14	0,6,13,15,20,22,24,33,36,44,47,50,54,56,	4512	78				
14	3,8,10,12,20,21,22,25,26,36,39,45,47,51,	3873	79				
14	9,19,21,23,24,26,34,36,41,42,44,46,50,51,	4560	80				
14	0,2,11,28,37,41,42,43,45,48,49,53,54,55,	5681	81				
14	3,8,16,21,25,32,35,37,43,44,47,50,52,55,	2218	82				
14	0,2,3,5,8,12,14,17,18,19,32,36,53,57,	5389	83				
14	1,6,12,13,19,29,32,35,37,39,40,42,43,52,	4176	84				
14	6,8,13,20,25,28,33,34,35,44,45,49,55,57,	4053	85				
14	9,10,12,17,18,22,25,26,35,38,41,46,51,55,	4205	86				
14	3,5,8,12,16,17,21,23,30,33,35,49,56,57,	3881	87				
14	0,1,9,10,15,18,19,20,30,32,34,37,56,57,	7269	88				
14	3,11,13,18,19,23,24,25,30,32,33,34,49,53,	3563	89				
14	3,4,6,8,10,15,17,19,28,32,38,44,49,55,	2702	90				
14	9,21,25,26,29,31,32,38,42,47,48,53,54,56,	6226	91				
14	1,2,3,4,9,24,25,26,32,37,40,54,55,56,	4316	92				
14	2,10,13,19,20,21,25,34,40,42,44,49,54,56,	3538	93				
14	0,7,20,21,25,26,30,32,36,43,49,50,52,54,	4577	94				
14	12,14,15,24,26,30,40,43,44,47,49,50,51,55,	4288	95				
14	2,3,12,16,18,27,29,33,34,37,38,40,54,56,	4744	96				
14	3,8,15,16,20,30,31,32,34,37,38,48,54,57,	7539	97				
14	0,2,6,7,10,12,13,20,34,35,39,42,43,53,	5406	98				
14	3,7,18,21,23,31,32,36,38,41,48,50,51,55,	5138	99				
14	4,7,8,10,15,19,20,22,28,29,41,44,56,57,	3637	100				
16	2,8,9,15,16,22,23,28,30,32,38,44,46,51,52,54,	3765	1				
16	6,11,15,16,25,26,30,31,33,37,43,46,49,53,54,55,	4001	2				
16	0,2,7,9,12,18,19,24,25,33,36,41,49,50,56,57,	5762	3				
16	0,4,10,14,16,18,20,21,27,29,37,40,45,46,48,56,	6373	4				
16	0,11,13,15,18,19,21,23,26,28,30,34,40,41,51,57,	6260	5				
16	1,2,14,15,17,21,27,31,33,35,36,37,46,47,48,50,	6675	6				
16	0,1,10,18,20,24,29,32,36,38,41,46,48,51,55,56,	7881	7				
16	2,3,4,13,19,22,26,33,39,40,41,42,46,48,50,54,	5139	8				
16	2,3,7,12,14,17,18,21,32,37,39,45,46,47,56,57,	4295	9				
16	0,2,5,6,8,16,23,24,36,37,39,43,45,50,52,53,	5633	10				
16	2,11,14,15,16,18,20,26,29,34,35,36,48,49,50,57,	7721	11				
16	1,14,20,21,28,30,34,35,36,38,40,43,46,48,50,54,	7720	12				
16	4,6,9,13,14,20,23,25,32,38,39,46,50,54,56,57,	4789	13				
16	9,11,12,13,22,23,27,28,29,32,40,43,44,47,50,57,	4388	14				
16	1,2,8,9,12,15,16,17,18,19,20,22,23,32,42,47,	3984	15				
16	0,1,10,13,17,18,19,20,21,24,26,28,47,52,53,57,	7447	16				
16	1,9,12,14,24,25,31,32,35,37,38,42,44,46,48,50,	7224	17				
16	0,2,4,17,18,29,32,36,42,44,47,48,50,52,53,55,	6515	18				
16	0,2,7,8,11,12,13,27,34,41,45,46,47,48,50,55,	6971	19				
16	0,5,10,11,12,21,22,24,29,30,31,44,46,47,50,52,	5676	20				
16	0,1,5,7,10,12,25,29,32,34,35,36,41,49,50,53,	6346	21				
16	4,8,12,14,16,18,20,23,24,25,27,39,43,50,52,55,	3891	22				
16	2,6,7,9,11,18,22,25,26,27,32,35,38,43,45,54,	4092	23				
16	6,10,12,16,18,25,28,35,38,41,44,46,47,50,54,56,	3810	24				
16	0,4,9,16,20,29,31,37,38,47,50,51,52,53,54,57,	6390	25				
16	0,1,3,10,12,13,16,28,29,31,34,38,45,49,50,57,	7470	26				
16	2,4,8,19,20,23,24,27,28,30,38,39,40,44,46,50,	4216	27				
16	1,6,14,23,26,29,30,33,36,38,39,42,47,51,52,53,	6451	28				
16	4,6,10,13,16,17,25,26,30,35,42,44,49,52,53,57,	5719	29				
16	0,7,11,14,18,20,21,33,42,44,46,47,50,53,54,55,	3723	30				
16	0,2,3,5,12,13,15,19,22,24,25,34,43,53,54,55,	5339	31				
16	4,6,8,9,14,18,27,29,33,36,40,42,43,52,53,56,	4168	32				
16	3,5,6,7,16,17,18,20,22,23,27,28,30,45,51,54,	2886	33				
16	1,10,11,12,14,20,24,26,29,36,37,41,43,44,46,47,	6051	34				
16	5,6,17,22,23,25,30,33,35,40,47,48,51,53,54,57,	6502	35				
16	2,7,11,15,18,21,28,33,34,35,36,38,44,47,53,55,	4434	36				
16	0,2,9,12,13,15,18,19,28,29,31,33,38,41,43,50,	4575	37				
16	4,5,8,14,16,19,30,31,32,33,34,38,39,40,47,56,	4908	38				
16	0,1,2,5,7,10,12,19,24,26,43,44,47,50,52,54,	6471	39				
16	1,6,10,11,13,14,23,26,28,33,34,39,40,42,49,56,	5748	40				
16	0,1,3,5,10,13,18,20,21,34,38,42,51,53,54,56,	6168	41				
16	2,3,9,14,17,21,26,28,31,32,35,37,41,44,50,52,	3864	42				
16	0,1,11,22,24,25,30,31,35,40,43,44,45,47,55,56,	5402	43				
16	0,3,5,7,16,23,26,29,33,37,38,43,45,48,50,56,	6696	44				
16	1,3,6,9,10,16,22,23,28,36,43,44,49,52,53,55,	5099	45				
16	1,13,20,22,25,27,29,33,34,39,41,42,48,49,52,53,	7242	46				
16	0,5,12,13,18,22,24,26,29,39,41,42,44,46,50,53,	5252	47				
16	1,21,22,23,27,28,32,34,35,38,39,40,44,45,56,57,	6379	48				
16	2,8,13,15,26,33,34,41,42,43,44,46,47,51,53,55,	4085	49				
16	0,1,5,10,12,18,19,27,31,34,36,40,42,44,47,57,	7631	50				
16	4,5,11,12,22,24,25,30,32,33,36,43,44,52,53,56,	4573	51				
16	10,11,26,30,32,34,36,41,43,46,48,52,53,54,56,57,	8660	52				
16	4,7,9,10,12,16,18,22,23,27,31,37,45,47,50,53,	4263	53				
16	4,7,9,10,11,19,25,27,34,37,42,45,46,53,56,57,	5635	54				
16	6,10,19,20,23,25,27,37,39,45,46,47,48,51,56,57,	6773	55				
16	4,5,9,14,15,16,19,22,24,25,27,38,45,51,54,57,	5121	56				
16	3,7,10,11,13,20,22,23,33,36,37,38,45,46,54,55,	3652	57				
16	0,1,2,10,13,22,30,34,36,37,43,44,50,52,54,57,	7892	58				
16	7,10,12,23,25,26,36,40,44,45,46,48,51,52,53,56,	6784	59				
16	5,6,9,10,14,16,22,31,32,34,40,42,45,47,49,53,	4876	60				
16	3,4,8,9,18,21,28,32,34,36,40,42,44,45,52,56,	3784	61				
16	6,14,19,22,26,28,30,33,35,36,39,42,45,48,50,52,	6483	62				
16	3,5,9,11,12,13,14,16,31,32,33,36,37,45,46,53,	3883	63				
16	0,4,5,15,16,17,21,23,24,25,28,31,34,46,51,55,	4739	64				
16	4,8,12,20,24,27,32,34,38,39,41,47,52,53,56,57,	6862	65				
16	14,15,19,21,23,24,25,28,32,33,34,40,41,47,52,54,	4198	66				
16	2,5,8,9,11,21,28,35,36,37,39,42,43,50,51,56,	3267	67				
16	12,13,15,16,18,23,28,31,38,43,47,49,50,51,52,54,	3541	68				
16	6,13,24,28,33,34,35,37,40,41,42,43,50,51,54,55,	3985	69				
16	13,15,17,18,19,20,22,32,38,39,40,42,44,49,51,56,	2860	70				
16	2,4,9,10,11,23,29,31,34,37,40,41,45,46,53,54,	4508	71				
16	3,8,12,19,25,27,30,31,32,39,40,41,46,50,54,56,	3232	72				
16	3,5,6,7,8,9,17,19,25,28,30,43,45,46,49,55,	2446	73				
16	0,2,4,6,8,9,13,15,20,23,24,26,41,46,53,56,	5341	74				
16	2,4,5,6,7,12,20,22,24,30,31,35,38,39,43,51,	4834	75				
16	2,5,7,16,19,21,23,24,26,30,32,34,37,45,49,50,	5016	76				
16	1,4,9,12,13,15,18,26,31,33,36,37,44,45,47,52,	5253	77				
16	0,6,13,14,15,19,20,22,24,33,36,44,47,50,54,56,	4792	78				
16	3,8,10,12,20,21,22,25,26,28,34,36,39,45,47,51,	5034	79				
16	9,10,19,21,23,24,26,28,34,36,41,42,44,46,50,51,	5146	80				
16	0,2,11,20,28,37,38,41,42,43,45,48,49,53,54,55,	6554	81				
16	1,2,3,8,16,21,25,32,35,37,43,44,47,50,52,55,	3603	82				
16	0,2,3,5,8,12,14,16,17,18,19,21,32,36,53,57,	5575	83				
16	1,6,12,13,19,26,29,32,33,35,37,39,40,42,43,52,	4874	84				
16	6,8,13,20,25,28,31,33,34,35,40,44,45,49,55,57,	4432	85				
16	9,10,12,17,18,22,23,25,26,35,38,41,46,51,55,57,	5694	86				
16	3,5,8,12,14,16,17,21,23,26,30,33,35,49,56,57,	4881	87				
16	0,1,9,10,15,18,19,20,27,30,32,34,37,54,56,57,	7542	88				
16	3,11,13,18,19,23,24,25,30,32,33,34,42,49,53,56,	3894	89				
16	3,4,6,8,10,15,17,19,28,32,38,44,45,49,55,56,	2929	90				
16	9,10,21,25,26,29,31,32,38,42,43,47,48,53,54,56,	6719	91				
16	1,2,3,4,9,11,23,24,25,26,32,37,40,54,55,56,	4558	92				
16	2,10,13,17,19,20,21,25,34,36,40,42,44,49,54,56,	4157	93				
16	0,7,20,21,25,26,30,32,36,43,49,50,52,54,55,56,	4824	94				
16	6,7,12,14,15,24,26,30,40,43,44,47,49,50,51,55,	4658	95				
16	2,3,6,11,12,16,18,27,29,33,34,37,38,40,54,56,	5226	96				
16	3,5,8,15,16,20,25,30,31,32,34,37,38,48,54,57,	7731	97				
16	0,2,6,7,10,12,13,20,34,35,39,42,43,45,53,54,	5427	98				
16	3,7,18,21,23,31,32,36,38,41,48,50,51,52,55,56,	5787	99				
16	4,7,8,10,12,15,18,19,20,22,28,29,41,44,56,57,	4127	100				
18	2,8,9,15,16,19,22,23,25,28,30,32,38,44,46,51,52,54,	3825	1				
18	1,6,11,15,16,25,26,30,31,33,37,43,45,46,49,53,54,55,	5174	2				
18	0,2,7,9,10,12,18,19,24,25,33,36,40,41,49,50,56,57,	6389	3				
18	0,3,4,10,14,16,18,20,21,27,29,35,37,40,45,46,48,56,	6446	4				
18	0,11,13,15,18,19,21,23,26,28,30,34,40,41,44,51,55,57,	6343	5				
18	1,2,14,15,16,17,21,23,27,31,33,35,36,37,46,47,48,50,	6855	6				
18	0,1,9,10,18,20,24,27,29,32,36,38,41,46,48,51,55,56,	8294	7				
18	0,2,3,4,13,19,22,26,32,33,39,40,41,42,46,48,50,54,	6106	8				
18	2,3,7,8,12,14,17,18,21,29,32,37,39,45,46,47,56,57,	4420	9				
18	0,2,5,6,8,16,23,24,36,37,39,43,45,47,48,50,52,53,	7713	10				
18	2,11,14,15,16,18,20,26,29,34,35,36,41,48,49,50,53,57,	7977	11				
18	1,5,14,20,21,22,28,30,34,35,36,38,40,43,46,48,50,54,	8016	12				
18	4,6,9,13,14,20,23,25,30,32,38,39,46,50,54,55,56,57,	5346	13				
18	9,10,11,12,13,18,22,23,27,28,29,32,40,43,44,47,50,57,	4950	14				
18	1,2,8,9,12,13,15,16,17,18,19,20,22,23,26,32,42,47,	4718	15				
18	0,1,10,13,17,18,19,20,21,24,26,28,31,39,47,52,53,57,	7733	16				
18	1,9,12,14,18,24,25,31,32,35,37,38,42,43,44,46,48,50,	7268	17				
18	0,2,4,17,18,23,29,32,36,40,42,44,47,48,50,52,53,55,	6731	18				
18	0,2,7,8,11,12,13,27,30,33,34,41,45,46,47,48,50,55,	7344	19				
18	0,1,2,5,10,11,12,21,22,24,29,30,31,44,46,47,50,52,	6799	20				
18	0,1,5,7,8,10,12,25,29,32,34,35,36,41,49,50,52,53,	6738	21				
18	4,8,12,13,14,16,18,20,23,24,25,27,39,43,48,50,52,55,	6125	22				
18	2,6,7,8,9,11,18,22,25,26,27,32,35,38,43,45,54,56,	4317	23				
18	6,10,12,16,18,22,25,27,28,35,38,41,44,46,47,50,54,56,	4327	24				
18	0,4,9,16,19,20,27,29,31,37,38,47,50,51,52,53,54,57,	6697	25				
18	0,1,3,10,12,13,15,16,28,29,31,34,38,45,46,49,50,57,	7616	26				
18	2,4,8,16,19,20,23,24,27,28,30,38,39,40,41,44,46,50,	4490	27				
18	1,2,6,14,23,26,29,30,33,36,38,39,42,47,48,51,52,53,	8576	28				
18	4,6,10,13,16,17,25,26,30,35,42,44,49,51,52,53,54,57,	5767	29				
18	0,7,11,14,15,18,20,21,33,34,42,44,46,47,50,53,54,55,	4752	30				
18	0,2,3,5,10,12,13,15,19,22,24,25,34,42,43,53,54,55,	5879	31				
18	4,6,8,9,14,18,22,27,29,33,36,39,40,42,43,52,53,56,	4566	32				
18	3,5,6,7,16,17,18,20,22,23,27,28,30,34,37,45,51,54,	4442	33				
18	1,10,11,12,14,15,20,24,26,29,36,37,41,43,44,46,47,54,	6195	34				
18	5,6,16,17,22,23,25,30,33,35,40,44,47,48,51,53,54,57,	6670	35				
18	2,7,9,11,15,18,21,28,33,34,35,36,38,44,46,47,53,55,	4778	36				
18	0,2,4,9,12,13,15,18,19,28,29,31,33,38,41,43,50,54,	4593	37				
18	4,5,8,14,16,19,24,30,31,32,33,34,36,38,39,40,47,56,	5909	38				
18	0,1,2,5,7,10,12,19,22,24,26,39,43,44,47,50,52,54,	6786	39				
18	1,6,10,11,13,14,15,23,26,28,33,34,39,40,42,44,49,56,	5888	40				
18	0,1,3,5,10,13,18,20,21,22,34,35,38,42,51,53,54,56,	6321	41				
18	0,2,3,9,14,17,21,26,28,31,32,35,37,41,44,50,52,56,	5101	42				
18	0,1,6,11,22,24,25,30,31,35,40,43,44,45,47,49,55,56,	5717	43				
18	0,3,5,7,14,16,23,26,29,33,35,37,38,43,45,48,50,56,	6981	44				
18	1,3,5,6,9,10,16,22,23,28,36,40,43,44,49,52,53,55,	5374	45				
18	1,13,19,20,22,25,26,27,29,33,34,39,41,42,48,49,52,53,	7885	46				
18	0,5,12,13,18,20,22,24,26,29,31,39,41,42,44,46,50,53,	5558	47				
18	1,21,22,23,27,28,32,33,34,35,38,39,40,44,45,49,56,57,	6402	48				
18	2,8,13,15,25,26,33,34,41,42,43,44,46,47,50,51,53,55,	4255	49				
18	0,1,5,10,12,18,19,27,31,34,36,37,40,42,44,47,51,57,	7838	50				
18	4,5,11,12,22,24,25,30,32,33,36,41,42,43,44,52,53,56,	4780	51				
18	5,8,10,11,26,30,32,34,36,41,43,46,48,52,53,54,56,57,	8805	52				
18	0,4,7,9,10,12,16,18,20,22,23,27,31,37,45,47,50,53,	5433	53				
18	0,4,7,9,10,11,19,23,25,27,34,37,42,45,46,53,56,57,	6540	54				
18	4,6,10,12,19,20,23,25,27,37,39,45,46,47,48,51,56,57,	7098	55				
18	4,5,9,14,15,16,19,22,24,25,27,37,38,40,45,51,54,57,	5598	56				
18	3,7,10,11,13,20,22,23,30,33,36,37,38,42,45,46,54,55,	4272	57				
18	0,1,2,10,13,22,23,30,34,36,37,43,44,49,50,52,54,57,	7967	58				
18	7,10,12,23,25,26,27,36,40,41,44,45,46,48,51,52,53,56,	7210	59				
18	1,5,6,9,10,11,14,16,22,31,32,34,40,42,45,47,49,53,	5945	60				
18	1,3,4,7,8,9,18,21,28,32,34,36,40,42,44,45,52,56,	4791	61				
18	6,14,19,20,22,26,28,30,33,35,36,39,42,45,47,48,50,52,	6868	62				
18	3,5,9,11,12,13,14,16,19,31,32,33,36,37,45,46,53,55,	4018	63				
18	0,4,5,15,16,17,21,23,24,25,28,31,34,37,46,48,51,55,	6944	64				
18	4,8,12,20,24,27,32,34,36,37,38,39,41,47,52,53,56,57,	7449	65				
18	3,14,15,18,19,21,23,24,25,28,32,33,34,40,41,47,52,54,	4211	66				
18	2,5,8,9,11,21,26,28,35,36,37,39,42,43,50,51,53,56,	4464	67				
18	0,12,13,15,16,18,20,23,28,31,38,43,47,49,50,51,52,54,	4878	68				
18	4,6,11,13,24,28,33,34,35,37,40,41,42,43,50,51,54,55,	4141	69				
18	13,15,17,18,19,20,22,30,32,38,39,40,42,44,46,49,51,56,	3480	70				
18	2,4,9,10,11,23,24,29,31,34,37,40,41,45,46,51,53,54,	5093	71				
18	3,8,12,19,21,25,27,30,31,32,39,40,41,46,48,50,54,56,	5507	72				
18	3,5,6,7,8,9,17,19,25,28,30,32,41,43,45,46,49,55,	2583	73				
18	0,2,4,6,8,9,10,13,15,16,20,23,24,26,41,46,53,56,	5958	74				
18	2,4,5,6,7,12,19,20,22,24,30,31,35,38,39,43,51,57,	6131	75				
18	2,5,7,16,19,20,21,23,24,26,30,32,34,37,45,46,49,50,	5222	76				
18	1,4,9,12,13,15,16,18,26,31,33,36,37,44,45,47,52,53,	5875	77				
18	0,6,13,14,15,19,20,22,24,33,34,36,37,44,47,50,54,56,	5997	78				
18	3,8,10,12,20,21,22,25,26,28,29,34,36,39,43,45,47,51,	5179	79				
18	9,10,19,21,23,24,26,28,34,36,40,41,42,44,46,50,51,57,	6555	80				
18	0,2,6,11,20,28,31,37,38,41,42,43,45,48,49,53,54,55,	7012	81				
18	1,2,3,8,16,21,25,32,35,37,43,44,45,47,50,52,55,57,	5125	82				
18	0,2,3,5,8,12,14,16,17,18,19,21,32,36,49,51,53,57,	5616	83				
18	1,6,12,13,15,19,22,26,29,32,33,35,37,39,40,42,43,52,	5205	84				
18	6,8,9,13,20,25,26,28,31,33,34,35,40,44,45,49,55,57,	5412	85				
18	8,9,10,12,17,18,22,23,25,26,31,35,38,41,46,51,55,57,	5915	86				
18	3,5,8,12,14,16,17,19,21,23,26,27,30,33,35,49,56,57,	5234	87				
18	0,1,9,10,15,18,19,20,27,30,32,34,37,44,47,54,56,57,	7700	88				
18	3,11,13,18,19,23,24,25,30,32,33,34,39,42,49,52,53,56,	4656	89				
18	0,3,4,6,8,10,15,17,19,28,32,35,38,44,45,49,55,56,	4212	90				
18	9,10,21,25,26,29,31,32,38,39,42,43,47,48,50,53,54,56,	7035	91				
18	1,2,3,4,9,11,15,19,23,24,25,26,32,37,40,54,55,56,	4745	92				
18	2,9,10,13,15,17,19,20,21,25,34,36,40,42,44,49,54,56,	4558	93				
18	0,2,7,20,21,25,26,29,30,32,36,43,49,50,52,54,55,56,	5180	94				
18	5,6,7,12,14,15,23,24,26,30,40,43,44,47,49,50,51,55,	4921	95				
18	2,3,6,11,12,16,18,27,29,33,34,37,38,40,47,54,55,56,	5507	96				
18	3,5,8,15,16,20,25,30,31,32,34,37,38,47,48,51,54,57,	7932	97				
18	0,2,6,7,10,12,13,15,20,32,34,35,39,42,43,45,53,54,	5558	98				
18	3,4,7,18,21,23,31,32,35,36,38,41,48,50,51,52,55,56,	5867	99				
18	4,7,8,10,12,13,15,18,19,20,22,28,29,31,41,44,56,57,	4388	100				
20	2,8,9,15,16,19,20,22,23,25,28,30,32,38,44,46,51,52,53,54,	4547	1				
20	1,6,11,13,15,16,23,25,26,30,31,33,37,43,45,46,49,53,54,55,	5292	2				
20	0,2,7,9,10,11,12,18,19,24,25,30,33,36,40,41,49,50,56,57,	6911	3				
20	0,3,4,10,14,16,18,19,20,21,27,29,33,35,37,40,45,46,48,56,	6478	4				
20	0,11,13,15,18,19,21,22,23,25,26,28,30,34,40,41,44,51,55,57,	6507	5				
20	1,2,14,15,16,17,21,23,25,27,31,33,35,36,37,45,46,47,48,50,	6877	6				
20	0,1,9,10,13,18,20,24,27,29,32,36,38,39,41,46,48,51,55,56,	8487	7				
20	0,2,3,4,7,13,18,19,22,26,32,33,39,40,41,42,46,48,50,54,	6144	8				
20	2,3,7,8,12,14,17,18,21,24,29,32,37,39,45,46,47,55,56,57,	5092	9				
20	0,2,5,6,8,12,16,19,23,24,36,37,39,43,45,47,48,50,52,53,	8034	10				
20	2,9,11,12,14,15,16,18,20,26,29,34,35,36,41,48,49,50,53,57,	8535	11				
20	1,5,14,16,20,21,22,28,30,33,34,35,36,38,40,43,46,48,50,54,	8116	12				
20	4,6,7,9,13,14,20,23,25,28,30,32,38,39,46,50,54,55,56,57,	5385	13				
20	7,9,10,11,12,13,18,22,23,27,28,29,32,40,43,44,47,50,51,57,	5003	14				
20	1,2,8,9,12,13,15,16,17,18,19,20,22,23,24,26,32,42,46,47,	5363	15				
20	0,1,10,13,17,18,19,20,21,24,26,28,31,34,39,42,47,52,53,57,	8387	16				
20	1,9,12,14,18,24,25,30,31,32,33,35,37,38,42,43,44,46,48,50,	7662	17				
20	0,2,4,17,18,23,29,32,34,36,40,42,44,47,48,50,52,53,54,55,	7525	18				
20	0,2,7,8,11,12,13,27,30,33,34,40,41,44,45,46,47,48,50,55,	7504	19				
20	0,1,2,5,10,11,12,21,22,24,27,29,30,31,35,44,46,47,50,52,	7101	20				
20	0,1,5,7,8,10,12,19,25,29,32,34,35,36,38,41,49,50,52,53,	7276	21				
20	4,8,12,13,14,16,18,20,23,24,25,27,38,39,40,43,48,50,52,55,	6997	22				
20	2,6,7,8,9,11,18,22,25,26,27,29,32,34,35,38,43,45,54,56,	5501	23				
20	6,10,12,16,18,22,25,27,28,30,35,38,41,44,46,47,50,54,55,56,	4955	24				
20	0,4,9,16,19,20,27,29,31,33,37,38,45,47,50,51,52,53,54,57,	6704	25				
20	0,1,3,10,12,13,14,15,16,25,28,29,31,34,38,45,46,49,50,57,	7781	26				
20	2,4,5,8,16,19,20,23,24,27,28,30,31,38,39,40,41,44,46,50,	4896	27				
20	1,2,6,14,23,25,26,29,30,31,33,36,38,39,42,47,48,51,52,53,	8771	28				
20	4,6,10,13,16,17,20,21,25,26,30,35,42,44,49,51,52,53,54,57,	5970	29				
20	0,7,11,14,15,18,20,21,24,33,34,39,42,44,46,47,50,53,54,55,	5428	30				
20	0,2,3,5,10,12,13,15,19,22,24,25,31,34,37,42,43,53,54,55,	6267	31				
20	4,6,8,9,14,16,18,22,27,29,33,36,39,40,42,43,48,52,53,56,	6864	32				
20	3,5,6,7,10,16,17,18,20,22,23,27,28,30,34,37,45,51,53,54,	5157	33				
20	1,10,11,12,14,15,20,24,26,29,30,36,37,41,43,44,46,47,54,56,	6803	34				
20	1,5,6,16,17,20,22,23,25,30,33,35,40,44,47,48,51,53,54,57,	7817	35				
20	2,7,9,11,15,18,21,28,33,34,35,36,38,44,46,47,48,49,53,55,	7003	36				
20	0,2,4,9,12,13,15,18,19,28,29,31,33,38,41,43,44,50,53,54,	5104	37				
20	2,4,5,8,14,16,19,24,30,31,32,33,34,36,38,39,40,47,56,57,	7323	38				
20	0,1,2,5,7,10,12,19,22,24,26,39,42,43,44,47,50,52,54,55,	6893	39				
20	1,6,10,11,13,14,15,21,23,26,28,33,34,39,40,42,44,49,51,56,	5939	40				
20	0,1,3,5,10,13,15,18,20,21,22,34,35,38,42,51,52,53,54,56,	6785	41				
20	0,2,3,9,14,17,21,26,28,31,32,34,35,37,41,44,50,52,56,57,	7182	42				
20	0,1,6,11,22,23,24,25,30,31,35,40,42,43,44,45,47,49,55,56,	5838	43				
20	0,3,5,7,14,16,23,26,29,33,35,37,38,43,45,48,49,50,52,56,	7384	44				
20	1,3,5,6,9,10,16,22,23,28,35,36,40,42,43,44,49,52,53,55,	5502	45				
20	1,5,13,19,20,22,25,26,27,29,33,34,39,41,42,43,48,49,52,53,	8083	46				
20	0,1,5,12,13,18,20,22,24,26,29,31,39,41,42,44,46,48,50,53,	8266	47				
20	1,3,7,21,22,23,27,28,32,33,34,35,38,39,40,44,45,49,56,57,	6432	48				
20	1,2,7,8,13,15,25,26,33,34,41,42,43,44,46,47,50,51,53,55,	5229	49				
20	0,1,5,10,11,12,18,19,22,27,31,34,36,37,40,42,44,47,51,57,	8063	50				
20	4,5,11,12,14,15,22,24,25,30,32,33,36,41,42,43,44,52,53,56,	5177	51				
20	3,5,8,10,11,26,30,32,34,35,36,41,43,46,48,52,53,54,56,57,	8816	52				
20	0,4,7,8,9,10,12,16,18,20,22,23,27,31,36,37,45,47,50,53,	5825	53				
20	0,4,7,9,10,11,14,19,23,25,27,34,37,42,45,46,52,53,56,57,	7157	54				
20	0,4,6,10,12,19,20,23,25,27,37,39,43,45,46,47,48,51,56,57,	7850	55				
20	3,4,5,9,12,14,15,16,19,22,24,25,27,37,38,40,45,51,54,57,	5988	56				
20	3,5,7,9,10,11,13,20,22,23,30,33,36,37,38,42,45,46,54,55,	4713	57				
20	0,1,2,10,13,22,23,25,30,34,36,37,43,44,49,50,52,53,54,57,	8154	58				
20	0,7,10,12,16,23,25,26,27,36,40,41,44,45,46,48,51,52,53,56,	8031	59				
20	1,5,6,7,9,10,11,14,16,22,31,32,34,40,42,44,45,47,49,53,	5969	60				
20	1,3,4,7,8,9,18,21,28,32,34,36,37,40,42,44,45,51,52,56,	5065	61				
20	6,14,19,20,22,26,28,30,33,35,36,39,42,45,47,48,50,52,55,57,	7998	62				
20	1,3,5,9,11,12,13,14,16,19,31,32,33,36,37,45,46,51,53,55,	5149	63				
20	0,4,5,15,16,17,20,21,23,24,25,28,31,33,34,37,46,48,51,55,	7081	64				
20	4,8,12,20,21,22,24,27,32,34,36,37,38,39,41,47,52,53,56,57,	7641	65				
